artist,song,duration_ms,year,popularity,danceability,energy,tempo,genre
will.i.am,This Is Love,279026,2013,62,0.535,0.796,128.954,"hip hop, pop"
David Guetta,She Wolf (Falling to Pieces) [feat. Sia],222500,2012,66,0.492,0.857,129.973,"hip hop, pop, Dance/Electronic"
Nicki Minaj,Pound The Alarm,205640,2012,64,0.728,0.858,125.055,"hip hop, pop"
Kendrick Lamar,Swimming Pools (Drank) - Extended Version,313786,2012,63,0.716,0.485,74.132,hip hop
MARINA,Primadonna,221075,2012,78,0.66,0.689,127.98,"pop, Dance/Electronic"
Kanye West,Mercy,329320,2012,73,0.563,0.496,139.993,hip hop
DJ Fresh,Hot Right Now (feat. RITA ORA) - Radio Edit,182333,2012,58,0.524,0.972,175.017,"pop, Dance/Electronic"
LMFAO,Sexy And I Know It,199480,2011,67,0.707,0.861,130.021,"hip hop, pop, Dance/Electronic"
PSY,Gangnam Style (강남스타일),219493,2012,72,0.727,0.937,132.067,pop
Kesha,Die Young,211920,2012,78,0.711,0.7,128.001,"pop, Dance/Electronic"
Usher,Scream,234693,2012,66,0.616,0.862,127.992,"hip hop, pop, R&B"
Olly Murs,Troublemaker (feat. Flo Rida),185586,2012,0,0.762,0.863,106.008,"pop, Dance/Electronic"
Linkin Park,BURN IT DOWN,230253,2012,73,0.585,0.972,110.006,"rock, metal"
Bruno Mars,Locked out of Heaven,233478,2012,85,0.726,0.698,143.994,pop
Avicii,Levels - Radio Edit,199906,2011,77,0.584,0.889,126.04,"pop, Dance/Electronic"
Flo Rida,Good Feeling,248133,2012,76,0.706,0.89,128.011,"hip hop, pop"
Rihanna,Diamonds,225146,2012,75,0.564,0.71,91.972,"hip hop, pop, R&B"
Wiz Khalifa,"Work Hard, Play Hard",219026,2012,62,0.787,0.666,140.008,"hip hop, pop"
Katy Perry,Part Of Me,216160,2012,73,0.678,0.918,130.028,pop
Nicki Minaj,Starships,210626,2012,75,0.747,0.716,125.008,"hip hop, pop"
Kendrick Lamar,m.A.A.d city,350120,2012,67,0.487,0.729,91.048,hip hop
Asaf Avidan & the Mojos,One Day / Reckoning Song (Wankelmut Remix) [Radio Edit],212360,2012,0,0.821,0.676,119.012,pop
Florence + The Machine,Spectrum (Say My Name) - Calvin Harris Remix,218190,2011,68,0.578,0.946,126.092,"rock, pop, Dance/Electronic"
Azealia Banks,212,204956,2014,0,0.847,0.769,126.017,"hip hop, pop, R&B"
Maroon 5,Payphone,231173,2012,82,0.743,0.752,110.015,pop
James Arthur,Impossible,209440,2013,75,0.376,0.695,169.533,pop
Michel Teló,Ai Se Eu Te Pego - Live,166866,2012,0,0.676,0.935,96.055,"country, latin"
Otto Knows,Million Voices - Radio Edit,192866,2012,0,0.582,0.894,125.946,"pop, Dance/Electronic"
Icona Pop,I Love It,156773,2012,51,0.71,0.901,125.953,"pop, Dance/Electronic"
Tyga,Rack City,203200,2012,61,0.929,0.339,98.986,"hip hop, pop"
Calvin Harris,Feel So Close - Radio Edit,206413,2012,79,0.707,0.924,127.937,"hip hop, pop, Dance/Electronic"
Jennifer Lopez,Dance Again,237266,2012,0,0.797,0.867,127.974,"hip hop, pop, R&B"
Grimes,Oblivion,251266,2012,0,0.697,0.529,155.974,"pop, rock, Dance/Electronic"
Adele,Rumour Has It,223266,2011,0,0.612,0.748,120.052,"pop, R&B"
Coldplay,Paradise,278719,2011,82,0.449,0.585,139.631,"rock, pop"
Chris Brown,Turn Up the Music,227973,2012,64,0.594,0.841,129.925,"hip hop, pop, R&B"
Frank Ocean,Lost,234093,2012,64,0.913,0.603,123.061,"hip hop, pop, R&B"
Calvin Harris,Let's Go (feat. Ne-Yo),232800,2012,66,0.71,0.882,128.016,"hip hop, pop, Dance/Electronic"
The Script,Hall of Fame (feat. will.i.am),202533,2012,78,0.421,0.873,84.786,"pop, rock"
Swedish House Mafia,Don't You Worry Child - Radio Edit,212862,2012,76,0.612,0.84,129.042,"pop, Dance/Electronic"
MARINA,How to Be a Heartbreaker,221493,2012,50,0.69,0.897,140.05,"pop, Dance/Electronic"
Justin Bieber,Boyfriend,171333,2012,63,0.717,0.55,96.979,pop
David Guetta,Titanium (feat. Sia),245040,2012,79,0.604,0.787,126.062,"hip hop, pop, Dance/Electronic"
Jessie J,Domino,231840,2011,74,0.758,0.557,126.986,"hip hop, pop"
Taylor Swift,I Knew You Were Trouble.,219720,2012,59,0.622,0.469,77.019,pop
ScHoolboy Q,Hands on the Wheel (feat. Asap Rocky),197131,2012,61,0.646,0.784,127.839,"hip hop, pop"
P!nk,Try,247906,2012,76,0.674,0.628,103.998,pop
Robbie Williams,Candy,201053,2012,68,0.715,0.791,116.043,"pop, rock"
Snoop Dogg,"Young, Wild & Free (feat. Bruno Mars)",207333,2011,77,0.715,0.655,95.078,"hip hop, pop"
Justin Bieber,As Long As You Love Me,229466,2012,67,0.571,0.873,139.691,pop
Rita Ora,R.I.P. (feat. Tinie Tempah),228026,2012,46,0.603,0.831,72.022,"hip hop, pop, Dance/Electronic"
Alex Clare,Too Close,256613,2011,60,0.588,0.694,126.027,rock
Tyga,Faded,206666,2012,58,0.831,0.667,95.073,"hip hop, pop"
Alesso,Years - ラジオ・エディット,195480,2012,0,0.37,0.823,128.008,"pop, Dance/Electronic"
Guy Sebastian,Battle Scars (feat. Lupe Fiasco),250080,2012,0,0.61,0.863,83.993,pop
Katy Perry,The One That Got Away,227333,2012,72,0.687,0.792,133.962,pop
Avicii,Silhouettes - Original Radio Edit,211880,2012,53,0.605,0.8,128.074,"pop, Dance/Electronic"
Gotye,Somebody That I Used To Know,244884,2011,57,0.863,0.527,129.054,set()
Flo Rida,Wild Ones (feat. Sia),232946,2012,77,0.608,0.86,127.075,"hip hop, pop"
One Direction,What Makes You Beautiful,199986,2012,82,0.726,0.787,124.99,pop
Lana Del Rey,Born To Die,286253,2012,53,0.18,0.636,75.223,pop
Kesha,C'Mon,214333,2012,0,0.558,0.781,126.025,"pop, Dance/Electronic"
Owl City,Good Time,205933,2012,77,0.56,0.872,126.05,"rock, pop"
Calvin Harris,We'll Be Coming Back (feat. Example),234360,2012,62,0.596,0.952,127.945,"hip hop, pop, Dance/Electronic"
Emeli Sandé,"Read All About It, Pt. III",283706,2012,65,0.63,0.44,98.082,"pop, R&B"
Ellie Goulding,Lights - Single Version,210853,2010,63,0.682,0.795,120.008,"pop, rock, Dance/Electronic"
Train,Drive By,195973,2012,77,0.765,0.837,122.028,pop
Disclosure,Latch,255631,2013,74,0.503,0.727,121.985,"pop, Dance/Electronic"
Coldplay,Princess of China,239215,2011,66,0.42,0.69,85.014,"rock, pop"
One Direction,Live While We're Young,200186,2012,0,0.658,0.837,126.015,pop
Gym Class Heroes,Ass Back Home (feat. Neon Hitch),222213,2011,61,0.716,0.838,130.034,"hip hop, pop"
Carrie Underwood,Blown Away,240133,2012,63,0.531,0.843,136.991,"pop, country"
alt-J,Breezeblocks,227080,2012,71,0.616,0.656,150.071,rock
Chris Brown,Don't Wake Me Up,222306,2012,62,0.602,0.691,127.967,"hip hop, pop, R&B"
Kelly Clarkson,Stronger (What Doesn't Kill You),221946,2011,74,0.562,0.939,116.044,"pop, R&B"
Drake,The Motto,181573,2011,74,0.766,0.442,201.8,"hip hop, pop, R&B"
Katy Perry,Wide Awake,220946,2012,65,0.514,0.683,159.814,pop
Rita Ora,How We Do (Party),247026,2012,48,0.738,0.922,116.024,"hip hop, pop, Dance/Electronic"
Rudimental,Feel the Love (feat. John Newman),245186,2013,64,0.389,0.706,179.911,"pop, Dance/Electronic"
Lana Del Rey,Ride,289080,2012,66,0.373,0.686,93.763,pop
Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),251626,2012,69,0.658,0.677,124.91,"pop, R&B"
Demi Lovato,Give Your Heart a Break,205346,2011,71,0.651,0.695,123.008,pop
Drake,Take Care,277386,2011,75,0.629,0.515,121.845,"hip hop, pop, R&B"
Little Mix,Wings,219733,2012,0,0.738,0.875,114.962,pop
Bruno Mars,It Will Rain,257720,2011,74,0.576,0.835,150.017,pop
Cher Lloyd,Want U Back,214013,2011,67,0.696,0.893,97.954,"pop, Dance/Electronic"
Lorde,Royals,190185,2013,77,0.674,0.428,84.878,"pop, Dance/Electronic"
Robin Thicke,Blurred Lines,263053,2013,55,0.861,0.504,120,"pop, R&B"
Imagine Dragons,Radioactive,186813,2012,77,0.448,0.784,136.245,rock
Avicii,Wake Me Up,247426,2013,6,0.532,0.783,124.08,"pop, Dance/Electronic"
Bruno Mars,Locked out of Heaven,233478,2012,85,0.726,0.698,143.994,pop
Macklemore & Ryan Lewis,Thrift Shop (feat. Wanz),235613,2012,1,0.781,0.526,94.992,"hip hop, pop"
Daft Punk,Get Lucky (feat. Pharrell Williams & Nile Rodgers) - Radio Edit,248413,2013,83,0.794,0.811,116.047,"hip hop, Dance/Electronic"
will.i.am,Scream & Shout,283400,2013,78,0.772,0.685,130.033,"hip hop, pop"
Stromae,Papaoutai,232146,2013,0,0.733,0.818,116.019,pop
Bingo Players,Get Up (Rattle) - Vocal Edit,166933,2013,1,0.801,0.985,127.99,"pop, Dance/Electronic"
Naughty Boy,La La La,220779,2013,58,0.754,0.677,124.988,Dance/Electronic
Tom Odell,Another Love,244360,2013,88,0.445,0.537,122.769,pop
2 Chainz,We Own It (Fast & Furious),227906,2013,69,0.563,0.902,171.999,"hip hop, pop"
David Guetta,Play Hard (feat. Ne-Yo & Akon),201000,2012,69,0.691,0.921,130.072,"hip hop, pop, Dance/Electronic"
Pitbull,Feel This Moment (feat. Christina Aguilera),229506,2012,77,0.673,0.758,135.956,"hip hop, pop, latin"
will.i.am,#thatPOWER,279506,2013,68,0.797,0.608,127.999,"hip hop, pop"
Lil Wayne,Love Me,255053,2013,68,0.669,0.634,124.906,"hip hop, pop"
Macklemore & Ryan Lewis,Can't Hold Us (feat. Ray Dalton),258342,2012,81,0.641,0.922,146.078,"hip hop, pop"
Martin Garrix,Animals - Radio Edit,176117,2013,0,0.593,0.914,128.015,"pop, Dance/Electronic"
Jason Derulo,Talk Dirty (feat. 2 Chainz),177685,2013,56,0.76,0.652,100.315,"hip hop, pop"
John Newman,Love Me Again,239894,2013,74,0.495,0.894,126.03,set()
Britney Spears,Work B**ch,247853,2013,0,0.63,0.816,128.012,pop
The Neighbourhood,Sweater Weather,240400,2013,89,0.612,0.807,124.053,"rock, pop"
Sebastian Ingrosso,Reload - Radio Edit,221272,2013,68,0.485,0.724,128.045,"pop, Dance/Electronic"
Capital Cities,Safe And Sound,192693,2013,0,0.652,0.783,117.952,pop
Demi Lovato,Heart Attack,210840,2013,79,0.504,0.785,173.968,pop
Arctic Monkeys,Why'd You Only Call Me When You're High?,161123,2013,84,0.691,0.631,92.004,rock
Justin Bieber,Beauty And A Beat,227986,2012,73,0.602,0.843,128.003,pop
Eminem,The Monster,250188,2013,75,0.781,0.853,110.049,hip hop
Pitbull,Don't Stop the Party (feat. TJR),206120,2012,64,0.722,0.958,127.008,"hip hop, pop, latin"
Selena Gomez,Come & Get It,231986,2013,69,0.546,0.787,79.979,pop
P!nk,True Love (feat. Lily Allen),230733,2012,71,0.457,0.823,192.205,pop
Disclosure,White Noise,277687,2013,54,0.665,0.844,119.978,"pop, Dance/Electronic"
Flo Rida,I Cry,223800,2012,60,0.693,0.822,126.035,"hip hop, pop"
Kanye West,Black Skinhead,188013,2013,0,0.578,0.825,130.089,hip hop
Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,214912,2013,72,0.572,0.81,126.052,pop
Eminem,Berzerk,238746,2013,66,0.739,0.872,95.084,hip hop
Icona Pop,I Love It (feat. Charli XCX),157152,2013,68,0.711,0.906,125.916,"pop, Dance/Electronic"
Fall Out Boy,My Songs Know What You Did In The Dark (Light Em Up),186826,2013,71,0.558,0.924,151.99,rock
Lorde,Team,193058,2013,0,0.691,0.582,100.05,"pop, Dance/Electronic"
Avicii,I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,208316,2012,68,0.509,0.79,127.946,"pop, Dance/Electronic"
Imagine Dragons,Demons,177506,2012,81,0.505,0.71,89.938,rock
One Direction,One Way or Another (Teenage Kicks),157293,2013,66,0.489,0.867,162.131,pop
Taylor Swift,I Knew You Were Trouble.,219720,2012,76,0.622,0.469,77.019,pop
Arctic Monkeys,Do I Wanna Know?,272394,2013,84,0.548,0.532,85.03,rock
Rudimental,Waiting All Night (feat. Ella Eyre),292586,2013,66,0.544,0.728,174.983,"pop, Dance/Electronic"
Klangkarussell,Sonnentanz - Sun Don't Shine,238120,2014,68,0.579,0.549,119.74,"pop, Dance/Electronic"
Calvin Harris,Drinking from the Bottle (feat. Tinie Tempah),240346,2012,61,0.665,0.886,128.062,"hip hop, pop, Dance/Electronic"
A$AP Rocky,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",233786,2013,76,0.853,0.693,95.967,hip hop
P!nk,Try,247906,2012,76,0.674,0.628,103.998,pop
Ylvis,The Fox (What Does the Fox Say?),213708,2013,63,0.703,0.867,128.008,hip hop
Ellie Goulding,Burn,231211,2014,70,0.559,0.777,87.016,"pop, rock, Dance/Electronic"
Baauer,Harlem Shake,196664,2013,57,0.452,0.794,137.825,Dance/Electronic
Calvin Harris,I Need Your Love (feat. Ellie Goulding),234506,2012,70,0.695,0.869,124.989,"hip hop, pop, Dance/Electronic"
Katy Perry,This Is How We Do,204285,2013,60,0.69,0.636,96,pop
AWOLNATION,Sail,259102,2011,2,0.825,0.435,119.038,"pop, rock"
Duke Dumont,Need U (100%) [feat. A*M*E] - Radio Edit,174853,2013,27,0.681,0.835,124.047,"pop, Dance/Electronic"
Jason Derulo,The Other Side,226986,2013,50,0.561,0.836,127.923,"hip hop, pop"
Storm Queen,Look Right Through - MK Vocal Edit,150400,2014,0,0.832,0.815,119.995,Dance/Electronic
Calvin Harris,Sweet Nothing (feat. Florence Welch),212560,2012,71,0.573,0.929,127.934,"hip hop, pop, Dance/Electronic"
Katy Perry,Unconditionally,228878,2013,0,0.555,0.729,129.003,pop
Wale,Bad (feat. Rihanna) - Remix,238826,2013,61,0.807,0.702,114.038,"hip hop, pop, R&B"
Ciara,Body Party,234040,2013,64,0.577,0.576,133.973,"pop, R&B"
Drake,Started From the Bottom,174120,2013,65,0.794,0.523,86.307,"hip hop, pop, R&B"
Birdy,Wings,252106,2013,48,0.474,0.707,83.235,pop
Bastille,Of The Night,214205,2013,61,0.67,0.829,125.01,"pop, rock"
Olly Murs,Dear Darlin',206373,2012,59,0.512,0.828,124.021,"pop, Dance/Electronic"
Katy Perry,Roar,223546,2013,73,0.554,0.772,179.984,pop
Blake Shelton,Sure Be Cool If You Did,215720,2013,56,0.576,0.726,136.802,country
Calvin Harris,Thinking About You (feat. Ayah Marar),247933,2012,65,0.725,0.874,127.985,"hip hop, pop, Dance/Electronic"
JAY-Z,Holy Grail,338413,2013,62,0.676,0.534,145.082,hip hop
Bridgit Mendler,Ready or Not,200946,2012,72,0.715,0.872,93.043,pop
The Saturdays,What About Us,220682,2013,61,0.704,0.68,123.973,"pop, Dance/Electronic"
Bastille,Pompeii,214147,2013,74,0.679,0.715,127.435,"pop, rock"
One Direction,Best Song Ever,200106,2013,76,0.652,0.877,118.491,pop
Nelly,Hey Porsche,209466,2013,57,0.726,0.795,115.995,"hip hop, pop, R&B"
Zedd,Clarity,271426,2012,0,0.523,0.78,128.006,"hip hop, pop, Dance/Electronic"
Miley Cyrus,Wrecking Ball,221360,2013,77,0.53,0.422,119.964,pop
Chris Brown,Fine China,213666,2013,0,0.659,0.735,104.038,"hip hop, pop, R&B"
Daft Punk,Lose Yourself to Dance (feat. Pharrell Williams),353893,2013,69,0.832,0.659,100.163,"hip hop, Dance/Electronic"
Armin van Buuren,This Is What It Feels Like,204360,2013,66,0.551,0.833,129.885,"pop, Dance/Electronic"
Justin Timberlake,Mirrors,484146,2013,78,0.574,0.512,76.899,pop
Bruno Mars,Treasure,178560,2012,78,0.874,0.692,116.017,pop
Of Monsters and Men,Little Talks,266600,2012,79,0.457,0.757,102.961,"pop, rock, Folk/Acoustic"
Miley Cyrus,We Can't Stop,231240,2013,78,0.613,0.622,80.003,pop
J. Cole,Power Trip (feat. Miguel),241160,2013,0,0.667,0.61,99.991,hip hop
Paramore,Still into You,216013,2013,79,0.602,0.923,136.01,"pop, rock"
Christina Perri,human,250706,2013,59,0.439,0.489,143.808,pop
Drake,"Hold On, We're Going Home",227880,2013,72,0.773,0.414,99.993,"hip hop, pop, R&B"
James Blunt,Bonfire Heart,238000,2013,0,0.575,0.821,118.021,pop
Maroon 5,Daylight,225066,2012,66,0.656,0.674,120.001,pop
Childish Gambino,3005,235662,2013,0,0.681,0.463,82.92,hip hop
Avril Lavigne,Here's to Never Growing Up,214080,2013,0,0.483,0.871,164.986,pop
Taylor Swift,22,232120,2012,68,0.661,0.729,103.987,pop
Passenger,Let Her Go,252866,2012,73,0.509,0.538,75.089,pop
Ariana Grande,The Way,227026,2013,65,0.645,0.878,82.324,pop
Rihanna,Stay,240706,2012,76,0.621,0.31,111.893,"hip hop, pop, R&B"
Justin Timberlake,Suit & Tie (feat. Jay-Z),326280,2013,67,0.795,0.596,101.985,pop
Bruno Mars,When I Was Your Man,213826,2012,83,0.612,0.28,72.795,pop
Florida Georgia Line,Cruise,208960,2012,57,0.457,0.948,148,country
Pharrell Williams,"Happy - From ""Despicable Me 2""",232720,2014,79,0.647,0.822,160.019,"hip hop, pop"
Katy Perry,Dark Horse,215672,2013,74,0.647,0.585,131.934,pop
ScHoolboy Q,Collard Greens,299960,2014,0,0.826,0.571,153.972,"hip hop, pop"
Iggy Azalea,Fancy,199938,2014,69,0.912,0.716,94.981,"hip hop, pop"
Maroon 5,Animals,231013,2014,79,0.279,0.742,189.868,pop
Sam Smith,Stay With Me,172723,2014,80,0.418,0.42,84.094,pop
MAGIC!,Rude,224840,2014,80,0.773,0.758,144.033,set()
Sia,Chandelier,216120,2014,78,0.399,0.787,117.089,pop
John Legend,All of Me,269560,2013,84,0.422,0.264,119.93,"pop, R&B"
ZHU,Faded,223386,2014,49,0.861,0.475,124.96,Dance/Electronic
Meghan Trainor,All About That Bass,187920,2015,72,0.807,0.887,134.052,pop
David Guetta,Lovers on the Sun (feat. Sam Martin),203520,2014,50,0.645,0.891,124.915,"hip hop, pop, Dance/Electronic"
Iggy Azalea,Black Widow,209423,2014,67,0.743,0.72,163.99,"hip hop, pop"
Tove Lo,Habits (Stay High),209160,2014,74,0.733,0.65,110.003,"pop, Dance/Electronic"
Oliver Heldens,Gecko (Overdrive) - Radio Edit,165440,2014,67,0.609,0.885,124.959,"pop, Dance/Electronic"
DJ Snake,You Know You Like It,247266,2014,69,0.407,0.725,196.093,"hip hop, pop, Dance/Electronic"
Jason Derulo,Talk Dirty (feat. 2 Chainz),177685,2013,56,0.76,0.652,100.315,"hip hop, pop"
Maroon 5,Maps,189840,2014,0,0.737,0.723,120.003,pop
David Guetta,Bad (feat. Vassy) - Radio Edit,170625,2014,45,0.614,0.972,127.966,"hip hop, pop, Dance/Electronic"
Tinashe,2 On (feat. ScHoolboy Q),227000,2014,71,0.742,0.595,101.013,"hip hop, pop, R&B, Dance/Electronic"
Route 94,My Love (feat. Jess Glynne),259934,2014,72,0.814,0.622,119.976,"pop, Dance/Electronic"
Taylor Swift,Bad Blood,211933,2014,54,0.646,0.794,170.216,pop
Trey Songz,Na Na,231906,2015,62,0.67,0.476,96.975,"hip hop, pop, R&B"
Calvin Harris,Under Control (feat. Hurts),184280,2014,72,0.544,0.915,126.094,"hip hop, pop, Dance/Electronic"
O.T. Genasis,CoCo,239573,2014,61,0.886,0.628,119.906,"hip hop, pop"
Jason Derulo,Wiggle (feat. Snoop Dogg),193295,2013,66,0.697,0.621,81.946,"hip hop, pop"
Lilly Wood and The Prick,Prayer in C - Robin Schulz Radio Edit,189399,2014,66,0.76,0.886,123.002,"pop, rock"
Jeremih,Don't Tell 'Em,266840,2015,74,0.856,0.527,98.052,"hip hop, pop, R&B"
Nicki Minaj,Anaconda,260240,2014,66,0.964,0.605,129.994,"hip hop, pop"
Calvin Harris,Blame (feat. John Newman),212960,2014,75,0.414,0.857,128.024,"hip hop, pop, Dance/Electronic"
DJ Snake,Turn Down for What,213733,2013,70,0.818,0.799,100.014,"hip hop, pop, Dance/Electronic"
Pitbull,Timber (feat. Ke$ha),204160,2012,80,0.581,0.963,129.992,"hip hop, pop, latin"
OneRepublic,Counting Stars,257386,2014,62,0.663,0.705,122.014,pop
Bobby Shmurda,Hot N*gga,194561,2014,73,0.794,0.51,167.879,"hip hop, pop"
Calvin Harris,Summer,224506,2014,21,0.603,0.861,127.962,"hip hop, pop, Dance/Electronic"
ScHoolboy Q,Man Of The Year,216013,2014,0,0.743,0.861,111.959,"hip hop, pop"
Nico & Vinz,Am I Wrong,245866,2014,76,0.729,0.675,119.968,"hip hop, pop"
Becky G,Shower,206166,2014,78,0.699,0.529,119.987,"pop, latin"
Sigma,Nobody To Love - Radio Edit,189720,2014,62,0.441,0.921,175.001,"pop, Dance/Electronic"
The Chainsmokers,#SELFIE - Original Mix,183750,2014,0,0.789,0.915,127.955,"pop, Dance/Electronic"
Lorde,Team,193058,2013,76,0.69,0.578,99.961,"pop, Dance/Electronic"
Rixton,Me And My Broken Heart,193733,2014,77,0.545,0.783,174.084,pop
Klingande,Jubel - Radio Edit,201626,2013,50,0.686,0.524,124.938,"pop, Dance/Electronic"
Mr. Probz,Waves - Robin Schulz Radio Edit,208133,2014,2,0.829,0.51,119.993,"hip hop, Dance/Electronic"
Paloma Faith,Only Love Can Hurt Like This,232893,2014,80,0.566,0.885,90.99,"pop, R&B, Dance/Electronic"
Kiesza,Hideaway,251986,2014,64,0.838,0.72,122.993,"pop, Dance/Electronic"
Ellie Goulding,Burn,231211,2014,70,0.559,0.777,87.016,"pop, rock, Dance/Electronic"
Ariana Grande,Break Free,214840,2014,0,0.687,0.702,129.956,pop
Kid Ink,Show Me (feat. Chris Brown),217800,2014,68,0.711,0.508,98.098,"hip hop, pop"
Tove Lo,Talking Body,238426,2014,66,0.736,0.761,119.999,"pop, Dance/Electronic"
Chris Brown,Loyal (feat. Lil Wayne & Tyga),264946,2014,72,0.841,0.522,99.059,"hip hop, pop, R&B"
OneRepublic,Love Runs Out,224226,2014,59,0.719,0.935,120.022,pop
Olly Murs,Up (feat. Demi Lovato),224293,2014,0,0.69,0.845,114.948,"pop, Dance/Electronic"
Peking Duk,High (feat. Nicole Millar),228000,2014,48,0.525,0.803,100.094,Dance/Electronic
Milky Chance,Stolen Dance,313684,2014,73,0.885,0.581,114.016,set()
Ed Sheeran,Don't,219840,2014,72,0.806,0.608,95.049,pop
Ariana Grande,Love Me Harder,236133,2014,74,0.472,0.714,98.992,pop
Enrique Iglesias,Bailando - Spanish Version,243386,2014,66,0.718,0.792,90.949,"pop, latin"
Avicii,Hey Brother,255093,2013,2,0.545,0.78,125.014,"pop, Dance/Electronic"
Jessie J,Bang Bang,199386,2014,77,0.706,0.786,150.028,"hip hop, pop"
Duke Dumont,I Got U,285596,2014,67,0.636,0.761,120.837,"pop, Dance/Electronic"
Gorgon City,Ready For Your Love,198880,2014,61,0.677,0.753,121.939,"pop, Dance/Electronic"
Taylor Swift,Style,231000,2014,61,0.588,0.791,94.933,pop
MKTO,Classic,175426,2012,82,0.72,0.791,102.071,"hip hop, pop"
Disclosure,Latch,255631,2013,74,0.503,0.727,121.985,"pop, Dance/Electronic"
Ariana Grande,Problem,193920,2014,73,0.66,0.805,103.008,pop
Charli XCX,Boom Clap,169866,2014,49,0.659,0.911,91.999,"pop, Dance/Electronic"
One Direction,Steal My Girl,228133,2014,79,0.536,0.768,77.217,pop
Tiësto,Red Lights,263890,2013,0,0.653,0.829,124.989,"pop, Dance/Electronic"
Selena Gomez,The Heart Wants What It Wants,227360,2014,58,0.616,0.789,83.066,pop
Rita Ora,I Will Never Let You Down,203466,2014,65,0.753,0.801,128.011,"hip hop, pop, Dance/Electronic"
5 Seconds of Summer,She Looks So Perfect,202496,2014,74,0.494,0.951,160.025,pop
The Script,Superheroes,245466,2014,74,0.49,0.885,166.996,"pop, rock"
Taylor Swift,Shake It Off,219200,2014,79,0.647,0.8,160.078,pop
One Direction,Night Changes,226600,2014,83,0.672,0.52,120.001,pop
Ed Sheeran,Sing,235382,2014,69,0.818,0.67,119.988,pop
Alesso,Heroes (we could be),209866,2014,52,0.521,0.754,125.876,"pop, Dance/Electronic"
Tiësto,Wasted,188371,2014,0,0.645,0.832,112.028,"pop, Dance/Electronic"
G.R.L.,Ugly Heart,198306,2014,64,0.65,0.786,124.96,pop
Coldplay,A Sky Full of Stars,267866,2014,80,0.545,0.675,124.97,"rock, pop"
Clean Bandit,Rather Be (feat. Jess Glynne),227833,2014,72,0.799,0.586,120.97,"pop, Dance/Electronic"
Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,217346,2014,63,0.596,0.738,127.961,"hip hop, pop, Dance/Electronic"
Sia,Elastic Heart,257200,2014,70,0.421,0.791,130.075,pop
One Direction,Story of My Life,245493,2013,81,0.6,0.663,121.07,pop
Alex & Sierra,Little Do You Know,185200,2014,75,0.5,0.292,145.879,pop
Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),226580,2014,55,0.733,0.676,97.448,"hip hop, pop, R&B"
Echosmith,Cool Kids,237626,2013,71,0.719,0.671,130.027,pop
Natalie La Rose,Somebody,189906,2014,66,0.83,0.52,104.99,set()
Vance Joy,Riptide,204280,2014,80,0.484,0.731,101.654,"rock, pop"
Beyoncé,Drunk in Love (feat. Jay-Z),323480,2014,70,0.589,0.621,140.03,"pop, R&B"
Maroon 5,Sugar,235493,2014,0,0.744,0.783,120.042,pop
Ella Henderson,Ghost,213213,2014,63,0.68,0.84,104.975,"pop, Dance/Electronic"
Ed Sheeran,"I See Fire - From ""The Hobbit - The Desolation Of Smaug""",300840,2013,71,0.581,0.0549,152.037,pop
Chris Brown,New Flame (feat. Usher & Rick Ross),244226,2014,67,0.702,0.629,141.967,"hip hop, pop, R&B"
Sheppard,Geronimo,218227,2014,0,0.707,0.771,142.016,"pop, rock, Dance/Electronic"
Olly Murs,Wrapped Up (feat. Travie McCoy),185640,2014,0,0.787,0.848,121.989,"pop, Dance/Electronic"
Sam Smith,Money On My Mind,192670,2014,62,0.688,0.841,133.912,pop
Jason Derulo,Trumpets,217306,2013,53,0.627,0.703,81.897,"hip hop, pop"
Nicki Minaj,Bed Of Lies,269946,2014,53,0.716,0.67,86.01,"hip hop, pop"
Nick Jonas,Jealous - Remix,222213,2014,0,0.685,0.709,93.047,pop
Mark Ronson,Uptown Funk (feat. Bruno Mars),269666,2015,82,0.856,0.609,114.988,pop
Ed Sheeran,Thinking out Loud,281560,2014,81,0.781,0.445,78.998,pop
Wiz Khalifa,See You Again (feat. Charlie Puth),229525,2015,81,0.689,0.481,80.025,"hip hop, pop"
Justin Bieber,What Do You Mean?,205680,2015,77,0.845,0.567,125.02,pop
Major Lazer,Lean On (feat. MØ & DJ Snake),176561,2015,73,0.723,0.809,98.007,"hip hop, pop, Dance/Electronic"
The Weeknd,"Earned It (Fifty Shades Of Grey) - From The ""Fifty Shades Of Grey"" Soundtrack",252226,2014,76,0.659,0.381,119.844,"pop, R&B"
Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",252534,2015,78,0.262,0.606,189.857,"pop, rock, Dance/Electronic"
Calvin Harris,Outside (feat. Ellie Goulding),227266,2014,78,0.646,0.823,128.035,"hip hop, pop, Dance/Electronic"
David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",192560,2014,75,0.596,0.73,85.979,"hip hop, pop, Dance/Electronic"
